,Afghanistan,Albania,UAE,Armenia,antiguaAndBarbuda,Austria,Azerbaijan,Burundi,Belgium,Benin,burkinaFaso,Bangladesh,Bulgaria,Bahrain,Bahamas,bosniaAndHerzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Botswana,centralAfricanRepublic,Canada,Switzerland,Chile,China,Cote,DRC,Congo,Colombia,Comoros,caboVerde,costaRica,Cyprus,czechRepublic,Germany,Djibouti,Dominica,Denmark,dominicanRepublic,Algeria,Ecuador,Egypt,Spain,Estonia,Finland,Fiji,France,Gabon,UK,Georgia,Ghana,Guinea,Gambia,equatorialGuinea,Greece,Grenada,Guatemala,Guyana,hongKong,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Kiribati,stKittsAndNevis,Korea,Lao,Lebanon,Liberia,Libya,stLucia,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Moldova,Madagascar,Maldives,Mexico,northMacedonia,Malta,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Paraguay,westBank,Qatar,Romania,Russia,Rwanda,saudiArabia,Senegal,Singapore,solomonIslands,sierraLeone,elSalvador,sanMarino,Serbia,saoTome,Suriname,Slovakia,Slovenia,Sweden,Eswatini,Seychelles,Chad,Togo,Thailand,Tajikistan,Tonga,trinidadAndTobago,Tunisia,Turkey,Taiwan,Uganda,Uruguay,US,stVincent,Vietnam,Samoa,Kosovo,Yemen,southAfrica,Zambia
2015-02,0.290284,2.353812,3.621866,5.50866,1.499399,0.916675,3.774185,1.190722,-0.370187,-1.014487,0.681118,6.061977,-0.460143,2.098591,1.721257,-0.817592,16.48343,-1.14186,5.524188,7.71252,-0.561035,2.75558,27.40437,0.965406,-0.814917,4.426637,1.625877,1.378094,2.419686,0.756662,4.352708,NA,-0.206015,3.482854,-1.533797,0.171815,0.40282,-0.791634,-0.890327,0.344575,1.094904,5.850689,4.088125,10.37313,-1.077751,-0.893135,-0.066611,2.240862,-0.129974,-0.258199,0.079783,1.32781,16.51936,8.581401,6.80257,1.322091,-2.324592,-1.526821,2.443915,-1.347982,4.436996,3.616795,-0.357844,5.039721,-0.915228,6.305436,5.36806,-0.436966,0.799233,-0.998004,-0.080432,4.54034,-1.652124,2.25641,5.966587,5.667923,10.98232,1.511365,1.856677,-1.261863,0.636837,1.367148,-2.904024,7.780087,NA,-0.453,2.161103,-1.696571,0.10325,-0.038973,1.44384,6.54955,6.772747,0.182491,2.988573,-0.865035,0.658689,0.498929,9.224872,4.06751,5.286801,1.949339,19.71865,0.059652,3.497686,0.574596,8.58244,5.535847,0.115309,1.956746,6.917707,0.782421,3.253443,-0.513279,2.737104,2.467299,-1.308725,-0.058624,3.214482,0.375381,2.329073,0.464942,16.60769,-0.027009,1.3404,-0.253545,-0.514231,-1.581282,4.491704,-1.079208,0.329805,0.715961,6.308269,2.39436,-0.434542,-0.411837,0.075018,5.105697,3.770325,6.428026,0.384009,-0.522704,6.378007,-1.542249,6.27098,5.218091,7.599336,-0.596261,1.605707,7.352476,-0.132033,-1.062844,0.477859,3.191795,-0.184698,14.10023,4.007097,7.184746
2015-03,-0.659374,2.219084,4.210576,5.797479,1.339027,1.054862,4.439088,4.896823,-0.373935,-0.362498,-0.660363,6.212645,0.237056,2.269829,1.536167,-0.342114,15.83755,-0.855544,4.801393,8.16968,-1.106431,2.827993,34.56309,1.285141,-0.862785,4.204184,1.641253,1.715563,1.863378,0.696298,4.539519,NA,-0.164392,3.064859,-1.839173,0.290373,0.60423,-0.077335,-1.113935,0.704387,0.756815,5.521871,3.799081,11.48503,-0.602523,-0.525912,-0.019067,2.431058,0.030021,-1.657403,0.028705,2.64698,16.57215,8.528746,6.729152,1.032581,-2.074869,-0.898139,2.477357,-1.194648,4.419127,3.73307,0.091104,4.934491,-0.468537,6.405869,5.206048,-0.516722,1.623561,-0.996016,-0.078919,4.090892,-1.227671,2.356557,4.958678,6.303152,8.466816,1.090428,-0.612422,-0.918636,0.501335,1.262154,-3.387008,7.389984,NA,-0.90735,2.012864,-1.380339,0.311543,0.38699,1.683981,7.157175,7.973259,0.859318,3.136865,-0.220125,0.548634,1.661355,8.668619,3.13069,5.235809,2.197737,18.63679,0.880904,3.317825,-0.167305,8.654941,5.905863,0.462897,2.057613,6.997587,0.701304,2.530576,0.028534,2.973678,2.319031,-1.220965,0.391175,2.711617,0.966106,1.787555,0.83726,16.88846,-0.712215,1.407502,0.351103,-0.301629,-1.674717,5.651616,-0.783035,0.123214,1.864539,6.430088,2.938042,-0.241652,-0.236644,0.219138,4.764258,5.88093,6.560355,0.883665,-0.525325,6.032952,-4.014771,5.172205,5.244325,7.70897,-0.602349,1.98115,7.538231,-0.009745,-1.725662,1.032074,0.720836,-0.317927,14.75789,4.067123,7.057537
2015-04,-1.371157,2.376589,4.17859,4.794068,0.501384,1.152217,4.082899,7.319666,0.279388,-1.98182,1.255988,6.201215,0.573511,2.24057,1.698581,-0.69565,15.00833,-0.977985,4.185658,8.242822,-0.861823,3.033483,38.67645,0.64,-1.113871,4.1186,1.747619,1.398423,2.110837,0.726532,4.577967,NA,0.260193,1.871769,-1.941502,0.53914,0.603015,-1.360581,-0.724363,0.536791,-0.004121,5.621149,4.356272,11.14174,-0.591344,-0.051493,-0.152338,1.432505,0.150135,-1.108551,-0.088223,2.610541,16.79224,8.34527,6.691753,2.01016,-2.070442,-0.56551,2.659285,-0.867975,2.927608,3.603694,-0.070044,4.788455,-0.276526,6.759171,4.824297,-0.677339,1.470019,-0.499002,-0.07392,4.599867,-1.068744,0.704225,4.582844,6.975895,7.938422,1.172251,-2.484491,-1.209504,0.438552,1.109694,-3.719085,6.9306,NA,-0.478936,1.927741,-1.075573,0.322665,0.604827,1.623082,7.656689,7.685085,1.398698,3.092291,0.268858,1.602993,2.122779,8.160658,1.915265,3.981918,2.083817,19.57123,1.790446,2.939422,-0.318456,8.712855,5.648625,0.607401,2.053388,6.900755,-0.239497,2.041488,0.047062,3.025276,2.171191,-0.829096,0.411818,2.124801,2.503565,1.314079,0.67931,16.36963,1.176581,0.921274,1.031324,-0.517779,-5.270408,5.736576,-0.273495,0.192624,1.811749,6.023977,2.660305,-0.169805,-0.591762,-0.22832,4.883513,3.61725,5.804428,0.475266,-0.988046,5.433515,-1.337069,5.917865,5.183268,7.971744,-0.912372,2.308306,8.228617,-0.131942,-2.241317,1.072927,3.184018,-0.39992,16.34499,4.561773,7.148926
2015-05,-1.990823,1.950283,4.292516,5.03169,1.035209,1.037641,4.27112,7.245744,0.546257,0.157209,-0.133175,6.159545,0.888816,2.310904,1.657344,-0.708514,13.40128,-0.85413,4.102994,8.499555,-0.741359,3.09783,43.3157,0.959233,-1.176934,3.955748,1.427883,1.136901,2.409549,0.735964,4.356676,NA,0.393114,1.042515,-1.925294,0.716044,1.007049,1.080458,-0.233267,0.741009,0.23524,5.318818,4.565514,13.22414,-0.196801,0.05612,-0.068488,0.521738,0.270243,1.000594,0.137253,3.496943,17.00358,8.394256,7.166277,1.847679,-2.021046,-0.499584,2.604063,-0.336893,3.050829,3.52719,0.117844,4.643406,0.4868,7.04267,4.928221,-0.217808,1.663215,-0.3996,0.085796,4.106591,-0.31539,0.501505,4.444444,6.80112,6.084842,0.99203,-1.368933,-3.774547,0.552846,1.332197,-3.251029,8.327673,NA,0.074617,2.012954,-0.493837,0.646172,1.145,1.940643,8.037415,7.445954,0.402041,2.877128,0.238962,1.331368,2.403421,6.647554,1.288745,2.562345,0.435112,20.1975,2.101582,3.011505,-0.596811,8.893535,5.240831,1.134404,2.151639,7.032468,-0.454078,3.048858,0.416905,3.385501,1.58197,-0.75954,0.887451,3.257197,2.935101,1.448482,1.159566,15.8511,1.678968,1.029285,1.12148,-0.398805,-5.202242,6.646385,-0.304542,0.307223,1.515644,5.49938,3.805231,-0.090419,-0.539988,0.087785,5.203285,3.936541,5.548886,2.140472,-1.25399,5.121039,-0.395273,5.70907,4.820627,8.185984,-0.851703,3.13374,8.361687,0.023637,-1.765204,0.975872,0.74051,-0.472979,19.88522,4.305763,7.027156
2015-06,-2.132563,1.316033,4.154155,5.463832,0.675414,1.008955,4.410803,7.706231,0.646898,1.192991,1.823293,6.259287,0.326888,1.465602,1.960947,-0.747703,12.91212,-0.800785,3.161649,8.929831,-0.350536,3.136392,38.43176,1.116427,-1.079842,4.394545,1.486335,1.744254,3.472032,0.772861,4.378986,NA,0.285922,1.101556,-2.287594,0.833543,0.804829,-2.093088,-0.649362,0.620687,0.538603,3.632245,4.844968,11.31561,0.008242,-0.201524,-0.195072,0.850605,0.260286,-0.18281,-0.058289,4.470188,17.22954,8.412504,7.132795,1.891206,-2.219788,-1.187742,2.387605,-0.197178,3.093392,3.611859,0.035834,4.808682,0.531302,7.13872,5.350738,-0.268404,1.588716,-0.3996,0.194992,4.411242,0.238827,0.400802,3.962704,6.83376,4.51549,0.704986,0.012787,-2.025691,0.711087,1.410244,-3.544069,7.559769,NA,0.166252,2.815678,-0.616534,0.662403,0.542275,1.784722,8.228424,7.538279,1.531147,2.864505,0.377919,1.281408,1.943917,5.979824,1.429305,2.842898,0.393154,21.46851,2.591511,3.092766,-0.45107,9.034853,3.812877,0.984245,2.669405,7.149901,0.101521,3.101276,0.009349,3.52122,1.290187,-0.732748,0.733832,2.440009,2.6289,1.740185,-1.565941,15.32914,1.018739,1.108989,1.195593,-0.338403,-3.500471,6.863584,-0.795837,0.135486,1.916475,5.080486,5.133519,-0.097756,-0.788376,-0.441449,5.649448,4.294721,4.18093,2.728494,-1.054913,5.041621,0.348887,5.565615,4.388353,7.224441,-0.76137,3.028134,8.441748,0.190953,-1.801549,0.906985,0.282909,-0.449497,20.52701,4.514567,7.075265
2015-07,-3.726313,1.188142,4.402625,4.204185,0.315013,1.198113,4.529596,7.919038,0.44209,0.469239,1.437455,6.378087,-0.313359,1.05059,1.868693,-1.273223,12.33599,-0.961979,3.037877,9.5056,-0.835649,3.10192,38.05107,1.355662,-1.31501,4.569259,1.642684,1.232879,2.03891,0.766503,4.456384,NA,0.324377,-0.31549,-3.24005,0.357016,0.603015,0.678725,-1.045748,0.61318,0.483951,3.447469,4.307929,8.323397,0.051747,-0.374836,-0.236853,1.47138,0.16008,0.188249,0.119897,4.68161,18.18965,8.151679,6.921409,2.653079,-2.230906,-1.337261,2.266884,-0.319878,2.465786,3.219778,-0.334413,5.992573,0.340569,7.219373,3.632173,-0.294966,1.861753,-0.2,0.171448,3.718572,-0.666568,0.3003,4.079254,6.501742,4.953799,0.859987,1.62616,-2.598285,0.770959,1.211604,-3.936702,9.506528,NA,-0.183962,3.190876,-0.527495,0.618454,0.061459,2.353125,8.609037,7.459554,1.025915,2.7417,-0.587745,1.051331,1.819046,5.215387,1.618173,3.105214,0.66551,22.15183,3.331803,3.313983,-0.941302,8.998484,3.022836,0.896743,1.731161,7.477014,0.321008,1.960872,0.986376,3.595014,0.784299,-0.679913,0.789194,3.604732,0.685201,1.875388,-1.629281,15.68857,1.127316,1.130094,1.263827,-0.397837,-1.50254,6.769355,-1.450088,-0.012121,0.982262,5.061108,4.642517,-0.20135,-0.473038,-0.191772,4.766202,4.092147,2.851903,3.285812,-1.008481,4.883969,1.300797,5.515983,3.833272,6.724324,-0.801844,3.895085,8.988627,0.233686,-1.749678,0.868873,2.094604,-0.891266,19.42013,4.603313,7.300855
2015-08,-1.979925,1.850151,4.901122,3.576818,0.634628,1.051669,4.407018,4.164237,0.89329,0.159008,1.159854,6.259043,-0.068536,1.643601,2.388172,-1.369548,11.97371,-0.550578,3.178349,9.449978,-1.588807,3.136875,37.95602,1.2749,-1.436593,4.939333,1.999011,1.236752,3.260897,0.745204,4.742217,NA,0.40354,-0.699393,-3.002556,0.266464,0.401204,2.082514,-0.944754,0.55146,0.468559,4.271783,4.067253,7.920942,-0.418827,-0.367385,-0.245327,1.117258,0.049995,-0.047249,-0.040461,5.213003,17.48868,8.073831,6.886132,1.988178,-1.560796,-1.724277,1.93909,-0.494527,2.800735,3.096142,-0.521383,7.26059,-0.01844,7.297457,3.723454,-0.086781,2.143132,-0.4,0.172386,3.382408,-0.779664,0.2,3.944316,5.689004,5.711681,0.892852,0.383198,-2.726789,0.687343,1.250214,-4.533332,7.410746,NA,-2.608194,3.40326,-1.109013,0.511774,0.12483,1.813459,12.14714,7.586112,1.341706,2.568722,-0.113383,1.324582,1.955627,5.632303,2.304215,3.280569,1.132311,22.40873,3.08424,3.467189,-3.303114,9.183239,2.782118,0.638363,1.829268,7.144147,0.134394,1.789201,0.399152,4.076988,0.71106,-0.713297,0.64236,3.941979,0.368261,1.096643,-1.849687,15.81908,2.181166,0.960571,0.412081,-0.833034,1.410545,7.586195,-1.986735,-0.113795,2.027331,4.960788,4.516332,-0.205206,-0.334208,-0.21988,4.765194,4.640327,7.140055,3.714248,-1.142037,4.809909,-1.045333,4.027946,3.773231,6.958774,-0.940376,3.888215,9.461005,0.239198,-1.954231,0.520534,-0.27902,-0.765435,19.46866,4.560004,7.605853
2015-09,-0.106613,2.169185,4.449039,3.198283,0.855758,0.708457,3.530411,3.982271,1.095227,0.076742,0.525774,6.223326,0.040595,1.710036,2.137068,-1.956912,12.06727,-0.652677,4.058101,9.430817,-0.942309,2.978781,38.1031,1.034208,-1.431998,4.67666,1.560419,0.842585,2.431703,0.706893,5.377015,NA,0.623447,-0.885018,-2.63975,0.387409,0.300601,-0.519319,-1.550282,0.506003,0.496239,5.205578,3.758707,9.267897,-0.849202,-0.703768,-0.697609,1.277338,0.010001,-0.946212,-0.145689,5.294107,17.25352,7.804025,6.601408,1.666198,-1.737037,0.568758,1.949258,-0.921032,1.626974,2.792307,-0.906632,8.392095,-0.349288,6.895906,4.530265,-0.190107,1.900751,-0.500501,0.179013,1.74265,-1.171478,0,4.618938,6.02596,6.407558,1.050589,1.197907,-2.982841,0.485324,1.251575,-4.666679,6.319563,NA,-2.290238,3.81529,-0.945134,0.471306,-0.496755,1.630433,12.59526,7.524686,1.110538,2.517363,-0.311394,1.328856,1.762472,4.34328,2.677168,2.199559,1.917666,23.73158,2.649084,3.323718,0.982731,9.285371,2.800445,0.583252,2.030457,7.529988,-0.050097,1.400252,-0.424513,3.931665,0.283238,-1.000612,0.787042,3.765524,1.473087,1.596102,-1.771049,15.69924,3.698958,1.211864,0.556053,-0.643476,0.108419,7.702201,-2.225686,0.261359,1.47507,4.725235,4.22701,-0.522315,-0.628322,0.076442,4.55036,4.478584,3.856045,4.97293,-1.107161,5.096004,-1.973379,4.793703,3.945947,7.825856,-0.790079,5.098825,9.171677,0.012212,-1.691538,0.032609,-1.211829,-1.265162,22.59908,4.537035,8.016723
2015-10,-0.005157,2.13232,3.799084,1.848814,1.224639,0.682268,3.30924,5.78934,1.252536,1.152012,1.841742,6.172074,-0.6154,2.361907,1.421497,-1.905334,11.67656,-0.853433,4.314143,9.882172,-2.182668,3.065972,38.02442,1.032566,-1.342939,4.000291,1.269608,0.562022,4.655634,0.712694,5.942382,NA,0.405553,-0.947231,-2.349323,0.177353,0.502008,-2.283531,-0.849531,0.271299,1.192475,2.997565,3.481825,9.552198,-0.731527,-0.561331,-0.329558,1.324131,0.070014,-0.948611,-0.113824,5.842487,17.22444,7.704284,6.529708,1.462619,-0.945941,0.598747,2.188483,-1.38986,2.392724,2.552651,-0.966347,9.382666,0.082399,6.362144,5.071763,-0.162132,1.762266,-0.7,0.322819,1.995742,-1.116392,0.200401,9.666283,6.888515,4.908229,1.33016,1.68,-4.064645,0.727883,1.230374,-4.16973,5.987511,NA,-3.083783,4.444614,-0.622551,0.509043,-0.219493,1.445651,13.16603,7.56276,1.002493,2.47114,-0.478024,1.413082,1.556589,3.037519,4.634267,2.58925,1.57653,24.20679,2.576613,3.450481,-0.284902,9.289291,3.001605,0.56999,2.436548,8.475349,-0.354671,1.664027,-0.427227,3.688686,0.496259,-0.880049,0.586868,3.18551,2.179245,1.761443,-1.720676,15.53764,5.523489,1.278618,2.042778,-0.773644,1.827572,8.083508,-0.222235,0.297689,1.420084,4.241416,4.010432,-0.515774,-0.805745,0.09193,4.64797,3.619201,1.137762,2.776797,-0.829755,5.212239,-1.22075,3.138506,4.188883,7.541049,-0.390508,5.608154,9.269897,0.147833,-2.03367,-0.021387,-0.993145,-0.664106,24.34105,4.516449,14.49055
2015-11,1.388172,2.181873,3.565682,1.049917,0.922938,0.58052,3.689176,5.626767,1.51891,2.207698,2.387427,6.125264,-0.382626,1.590516,1.643051,-1.815166,11.51633,-0.967136,3.6434,10.44837,-2.693493,2.949279,38.01667,1.272872,-1.352997,3.939291,1.436451,0.884901,3.403957,0.688796,6.431199,NA,-0.189088,-1.26631,-1.938648,0.027703,0.703518,-2.803034,-1.037415,0.278232,1.520518,2.352986,3.444746,11.20557,-0.287731,-0.187661,-0.362717,1.920576,0.06003,-0.584486,0.083156,6.383311,17.36975,7.527735,6.595109,1.439945,-0.653745,0.755967,2.473264,-1.485866,2.343063,2.099047,-0.981949,9.976819,0.444391,4.960345,5.464865,-0.148418,1.943154,-0.898204,0.112977,2.982598,-1.451026,0.100301,12.91429,7.553788,3.805515,1.90601,1.531355,-3.36801,0.805557,1.123898,-3.916287,9.497052,NA,-3.088978,4.83251,-0.400136,0.834395,-0.050936,0.890616,13.4796,7.486748,1.591313,2.220399,-0.32445,0.928208,1.384711,2.016901,6.206511,1.786705,1.093985,24.01713,2.552691,3.403045,-0.8196,9.413408,1.963643,0.596629,2.636917,10.39717,-0.53002,2.775025,-0.025645,4.167965,1.064594,-0.892434,0.637676,2.8366,1.424567,1.928699,-1.209764,14.90189,7.705376,1.367216,1.508982,-0.761424,3.195993,7.991048,0.221644,0.160762,1.43854,4.33576,20.61826,-0.432887,-0.463352,0.088756,4.525684,4.050742,-0.485389,3.348349,-1.007315,5.340315,-1.668089,1.33517,3.992777,8.12112,-0.070472,6.194269,9.534513,0.435896,-2.566798,0.29913,-0.61774,-0.293844,24.3737,4.741326,19.30471
2015-12,1.254761,1.972181,3.622063,-0.126187,0.918932,0.947705,7.675498,7.080064,1.486956,2.188703,1.431732,6.182186,-0.337663,0.870645,2.099722,-1.392319,12.22051,-0.586601,2.933056,10.68446,-2.562054,3.172905,38.16495,1.513944,-1.27291,4.429127,1.681724,1.365588,4.359256,0.67993,6.800732,NA,-0.55367,-0.848458,-0.96923,-0.045075,0.705645,-1.53384,-0.751494,0.387571,2.22913,3.904384,3.36399,10.80391,0.022307,-0.901425,-0.228471,1.695427,0.210315,-0.991199,0.199599,4.888262,17.58737,7.383064,6.696077,1.460838,-0.151885,1.08157,3.061944,-1.73467,2.344699,2.309321,-0.690506,10.40264,0.749891,3.302713,5.628264,0.110264,2.023451,-0.998004,0.114365,3.609599,-1.477877,0.100301,13.76564,8.168592,3.334459,2.76308,0.530406,-2.337722,1.145491,0.872986,-3.447196,7.938791,NA,-2.540058,5.216528,-0.125054,1.084201,0.167883,0.592161,13.59216,7.586547,0.882375,2.133352,-0.304723,0.991058,1.412091,1.013977,10.50541,1.313703,1.445202,24.41858,2.640183,3.641136,-0.891035,9.693453,3.071745,0.644668,2.431611,11.39816,-0.050999,3.127217,0.279587,4.380974,1.352055,-0.78002,0.428729,3.026779,1.062401,2.677722,-0.973579,12.82317,6.782041,1.336391,-0.136783,-0.63992,3.326311,8.209233,0.975332,0.219941,1.57966,3.977267,25.1525,-0.483384,-0.478426,0.070187,4.938017,3.303487,-0.39622,3.330566,-0.911642,5.198871,-0.947333,1.443124,3.822699,8.760692,-0.070522,6.356155,9.50831,0.662428,-2.004829,0.564993,-2.280433,-0.159539,24.03647,5.154426,20.91984
2016-01,1.405425,1.425643,2.517048,-0.450038,0.055535,1.17346,13.72047,6.398946,1.736472,-0.038411,-0.174487,6.078873,0.00755,2.426572,-0.826444,-1.258718,11.58629,0.465737,2.369348,10.73896,-1.606064,2.715851,38.07906,1.918465,-1.245533,4.795202,1.965318,0.288781,2.61811,0.746156,7.46384,NA,-1.120958,-0.235547,-1.303738,0.638838,0.503018,1.951469,-0.204449,0.593909,2.448345,3.977388,3.109226,9.963949,-0.291294,-0.502674,0.140845,0.336692,0.221239,-0.809691,0.309355,5.59943,18.97163,7.452017,6.678755,2.552419,-0.664373,1.610944,4.307039,0.87476,2.660618,3.030987,-0.774579,10.84636,0.946703,4.16933,5.717693,0.127753,2.114367,-0.601202,0.312092,3.731059,-0.99089,-0.1002,14.46328,7.992357,1.796686,3.039086,NA,-2.758985,0.665709,0.811261,-2.960454,6.859278,NA,-3.327908,5.776365,0.878544,0.517011,-0.248703,0.233726,13.44378,7.799752,1.022163,2.605633,0.273474,0.50717,0.954265,0.715128,11.45377,-0.061248,0.508698,23.37329,3.509519,5.213739,0.390301,9.725158,3.197864,0.549726,3.134479,11.91353,0.244227,3.400586,0.279545,4.569004,1.277364,-1.013163,0.809621,5.17705,0.877643,2.766909,-2.134092,9.738744,6.416582,2.521396,0.937059,-0.763849,2.89059,8.346088,1.797605,0.566562,2.306212,4.467644,29.35923,-0.604812,-0.518736,0.786224,5.719347,-0.167319,-1.663991,2.622306,-0.54176,5.972037,-1.476831,2.391089,3.303725,9.601171,0.670119,6.71722,9.627586,1.327124,-2.581244,0.856767,2.581737,0.238774,NA,6.186451,21.57179
2016-02,3.070355,0.235186,2.118615,-1.71682,0.067552,0.996124,9.782405,6.851524,1.407492,-0.201031,-0.191158,5.553203,-0.488856,2.935201,-1.207433,-1.88053,12.78868,0.200349,2.663394,10.38182,-0.7877,3.024917,38.00825,1.434263,-0.831545,4.738,2.31329,1.01447,3.949821,0.844819,7.562188,NA,-1.261053,-0.082539,-2.56319,0.503822,0.200602,2.271967,0.39759,0.342164,1.797835,3.269555,2.615106,9.333684,-0.864021,-0.508019,-0.07877,1.258523,-0.140154,0.987842,0.314318,5.520587,18.58348,7.635237,6.835007,2.516918,-0.679432,1.385666,4.267806,0.261711,2.992652,2.903181,-1.284677,11.33366,0.272821,4.424714,5.198036,-0.070194,2.166194,-0.201613,-0.294496,3.670765,-0.719015,0.200602,15.31532,7.093983,1.314309,2.232641,NA,-2.055769,1.10351,1.239192,-2.833413,7.118212,NA,-2.505413,6.611234,0.909245,0.182337,-0.47204,0.953098,10.37445,7.277737,1.00695,2.863775,0.115054,0.29464,0.253971,0.9442,10.9325,-0.54478,-0.598893,23.66872,4.13565,6.099045,-1.729434,11.53925,3.444186,0.568889,3.232323,11.14768,0.275256,3.999784,1.175654,4.450859,0.991817,-1.023023,0.518218,5.140113,0.966762,3.207427,-2.641893,8.094191,5.926453,2.509623,1.622943,-0.723042,4.422467,8.607767,1.671992,0.313265,1.423548,4.432788,32.95588,-0.433986,-0.77019,0.392757,7.459389,-0.667419,-3.484377,4.232668,-0.489395,6.427743,-0.543698,3.470983,3.041564,8.858954,1.098007,6.160172,10.17808,0.949259,-1.288214,1.361443,-0.64207,0.164498,NA,6.883149,22.68871
2016-03,3.933657,0.32973,1.357675,-2.026368,-0.109513,0.735655,9.252839,4.434758,2.260606,0.16717,0.679659,5.654986,-1.4632,3.285159,-1.342684,-2.355539,12.65277,0.082195,3.308647,9.444751,0.040183,2.992098,NA,1.268834,-0.86781,4.468387,2.467137,0.898983,5.550505,0.987513,7.944353,NA,-1.302507,-1.070612,-2.471539,0.343536,0.2002,0.970574,-0.436692,0.095339,1.665923,4.720129,2.369859,9.318945,-0.799282,-0.160282,0.071601,0.778327,-0.130052,1.006245,0.510422,3.996136,19.18281,7.769211,7.043375,1.960096,-1.474256,1.624323,4.307174,0.619609,2.955159,2.492533,-1.691741,12.3398,-0.124022,4.430562,4.764026,-0.243309,1.533589,-0.704225,-0.195448,3.055456,-1.687916,0,15.86052,6.283675,0.60818,2.001976,NA,-1.826137,0.868953,1.150591,-3.476364,7.324085,NA,-3.626906,7.459671,1.092852,0.09907,-0.637118,1.883622,9.465336,6.042565,0.575688,2.613977,-0.277169,0.48701,-0.924728,0.802838,11.10644,-0.306146,0.74191,22.48298,2.550185,6.464576,-0.409172,12.89136,3.622324,0.65341,3.326613,10.17272,0.074302,3.923301,0.601243,4.25073,1.062526,-1.029144,0.517425,4.803704,0.334759,3.276174,-2.937763,7.348908,5.791239,2.451261,1.369878,-1.037858,4.522547,7.828133,1.143827,0.705073,0.560848,4.685795,36.81051,-0.564846,-0.869006,0.863011,7.825902,-3.209633,-3.347707,3.764364,-0.427665,5.878759,1.432858,3.198979,3.13484,7.594165,0.696899,5.511154,10.60257,0.861422,-0.632796,1.701751,0.218148,0.176933,NA,6.566456,22.1265
2016-04,4.454982,0.387618,1.580724,-1.994999,-0.135673,0.5267,9.772127,2.395013,2.013278,4.012455,1.54364,5.585361,-2.171429,3.65321,-0.638594,-2.11361,12.36036,0.084608,4.138101,9.344899,0.040594,2.848662,NA,1.669316,-0.381062,4.179123,2.452786,1.965701,5.498141,1.068705,7.879561,NA,-0.986178,-0.84257,-2.436196,0.644118,0.0999,2.254349,-0.180454,0.020739,1.772661,5.93912,1.813656,10.46978,-1.050777,-0.731628,0.33189,3.760428,-0.179892,0.900574,0.304309,3.110098,18.76079,7.866845,7.02269,1.055154,-1.239702,1.523182,4.152449,0.464318,2.814393,2.420768,-1.700867,12.80551,0.246828,3.546455,5.425993,-0.109213,1.582687,-1.003009,-0.490317,2.445713,-1.207769,-0.2997,16.40449,5.062712,-0.60613,2.74297,NA,-1.184193,1.002309,1.078202,-2.331557,7.433766,NA,-3.275869,7.894484,0.953092,0.111401,-0.788733,1.535832,8.319749,6.156772,-0.259745,2.558034,-0.482351,0.440081,-0.671209,1.295006,13.70081,0.923855,0.038164,21.92365,2.097783,6.547161,2.050788,13.7959,3.536173,0.059997,3.31992,9.708204,1.147067,4.10733,0.620521,3.907787,1.345363,-1.146343,0.465593,4.578676,-0.440441,3.39961,-3.244411,7.341963,4.363775,2.471312,1.314157,-1.17607,4.35557,8.66788,0.879472,0.215275,0.355808,5.949324,49.51171,-0.483985,-0.509445,0.784365,8.509262,-1.10579,NA,3.743257,0.095227,5.63589,-0.781742,3.649033,3.100254,6.669477,1.06243,4.608988,10.45909,1.131032,-1.063361,1.944481,-1.172845,-0.162553,NA,6.469755,21.72073
